company_name,number_of_seat,departure_date,departure_time,duration_minutes,pickup_point,dropoff_point,price_original,price_discounted
Khanh Phong,20,11-10-2025,16:50:00,355,Văn phòng,Other,480000000,450000000
Huỳnh Gia,34,11-10-2025,22:20:00,415,Văn phòng,Văn phòng,300000000,300000000
Nhật Dương - Bình Minh Bus,21,11-10-2025,05:15:00,455,Other,Văn phòng,349000000,304000000
Nhật Dương - Bình Minh Bus,22,11-10-2025,23:25:00,381,Other,Văn phòng,349000000,304000000
Nhật Dương - Bình Minh Bus,21,11-10-2025,23:30:00,455,Other,Văn phòng,349000000,304000000
Huỳnh Gia,21,11-10-2025,22:30:00,415,Văn phòng,Văn phòng,480000000,456000000
Khanh Phong,20,11-10-2025,22:40:00,355,Văn phòng,Other,480000000,450000000
Nhật Dương - Bình Minh Bus,21,11-10-2025,12:45:00,455,Other,Văn phòng,349000000,304000000
Khanh Phong,20,11-10-2025,15:15:00,355,Văn phòng,Other,480000000,450000000
Liên Hưng,34,11-10-2025,01:30:00,540,Other,Văn phòng,330000000,280000000
Phúc An Express,32,11-10-2025,20:45:00,375,Other,Văn phòng,300000000,300000000
Huỳnh Gia,21,11-10-2025,23:00:00,415,Văn phòng,Văn phòng,480000000,456000000
Nhật Dương - Bình Minh Bus,22,11-10-2025,22:50:00,455,Other,Văn phòng,349000000,304000000
Liên Hưng,21,11-10-2025,18:30:00,420,Văn phòng,Other,490000000,380000000
Phương Nam,32,11-10-2025,22:35:00,502,Other,Văn phòng,280000000,280000000
Nhật Dương - Bình Minh Bus,21,11-10-2025,23:15:00,455,Other,Văn phòng,349000000,304000000
Tài Phát Limousine,24,11-10-2025,17:00:00,545,Bến xe,Other,520000000,450000000
Liên Hưng,21,11-10-2025,22:15:00,495,Other,Văn phòng,500000000,300000000
Liên Hưng,21,11-10-2025,18:30:00,315,Văn phòng,Other,490000000,380000000
Liên Hưng,21,11-10-2025,22:45:00,495,Other,Văn phòng,500000000,300000000
Liên Hưng,21,11-10-2025,19:00:00,285,Bến xe,Other,490000000,380000000
Tài Phát Limousine,24,11-10-2025,18:12:00,473,Other,Other,520000000,450000000
Tài Phát Limousine,24,11-10-2025,19:00:00,425,Bến xe,Other,520000000,450000000
Liên Hưng,32,11-10-2025,19:30:00,420,Văn phòng,Other,330000000,280000000
Cúc Tùng,32,11-10-2025,20:00:00,545,Bến xe,Other,388000000,300000000
Liên Hưng,34,11-10-2025,19:30:00,615,Other,Văn phòng,373000000,320000000
Phương Nam,40,11-10-2025,22:30:00,502,Other,Văn phòng,240000000,240000000
Liên Hưng,21,11-10-2025,19:20:00,265,Other,Other,490000000,380000000
Liên Hưng,32,11-10-2025,19:00:00,600,Other,Văn phòng,330000000,280000000
Liên Hưng,21,11-10-2025,21:00:00,570,Other,Văn phòng,490000000,380000000
Liên Hưng,32,11-10-2025,12:00:00,600,Other,Văn phòng,330000000,250000000
Liên Hưng,32,11-10-2025,20:20:00,430,Other,Bến xe,378000000,300000000
Liên Hưng,32,11-10-2025,19:30:00,360,Văn phòng,Other,330000000,280000000
Liên Hưng,21,11-10-2025,21:00:00,540,Other,Văn phòng,490000000,380000000
Quang Hạnh,22,11-10-2025,20:15:00,520,Other,Bến xe,480000000,350000000
Liên Hưng,32,11-10-2025,19:30:00,315,Văn phòng,Other,330000000,280000000
Liên Hưng,21,11-10-2025,19:20:00,430,Other,Bến xe,500000000,420000000
Liên Hưng,34,11-10-2025,23:30:00,510,Other,Văn phòng,330000000,280000000
Tài Phát Limousine,24,11-10-2025,20:30:00,415,Other,Other,520000000,450000000
Quang Hạnh,24,11-10-2025,20:55:00,410,Other,Bến xe,430000000,420000000
Liên Hưng,21,11-10-2025,19:00:00,390,Bến xe,Other,490000000,380000000
Cúc Tùng,34,11-10-2025,20:30:00,510,Other,Văn phòng,444000000,350000000
Liên Hưng,21,11-10-2025,19:00:00,615,Other,Văn phòng,490000000,450000000
Liên Hưng,21,11-10-2025,23:15:00,465,Other,Văn phòng,500000000,300000000
Cúc Tùng,34,11-10-2025,20:00:00,555,Other,Bến xe,444000000,350000000
Quang Hạnh,22,11-10-2025,20:30:00,505,Other,Bến xe,480000000,350000000
Tài Phát Limousine,24,11-10-2025,20:30:00,415,Bến xe,Other,520000000,450000000
Liên Hưng,21,11-10-2025,22:30:00,510,Other,Văn phòng,490000000,380000000
Liên Hưng,21,11-10-2025,21:00:00,570,Other,Văn phòng,490000000,350000000
Liên Hưng,32,11-10-2025,20:00:00,285,Bến xe,Other,330000000,280000000
Phúc An Express,22,11-10-2025,22:30:00,435,Other,Văn phòng,470000000,470000000
Tuấn Tú Express,34,11-10-2025,21:00:00,420,Other,Other,550000000,320000000
Liên Hưng,34,11-10-2025,21:30:00,609,Other,Văn phòng,330000000,280000000
Phương Nam,22,11-10-2025,22:45:00,502,Other,Văn phòng,440000000,440000000
Tuấn Tú Express,34,11-10-2025,12:50:00,490,Other,Other,550000000,320000000
Cúc Tùng,21,11-10-2025,23:30:00,495,Other,Bến xe,800000000,500000000
Liên Hưng,32,11-10-2025,07:30:00,600,Other,Văn phòng,313000000,250000000
Liên Hưng,21,11-10-2025,21:30:00,540,Other,Văn phòng,490000000,380000000
Tuấn Tú Express,24,11-10-2025,13:21:00,490,Other,Other,700000000,350000000
Tuấn Tú Express,24,11-10-2025,19:51:00,490,Other,Other,700000000,350000000
Hà Linh,22,11-10-2025,18:30:00,540,Other,Văn phòng,300000000,290000000
Liên Hưng,34,11-10-2025,21:00:00,540,Other,Văn phòng,330000000,280000000
Liên Hưng,21,11-10-2025,22:45:00,465,Other,Văn phòng,500000000,300000000
Liên Hưng,34,11-10-2025,20:15:00,570,Other,Văn phòng,330000000,290000000
Liên Hưng,32,11-10-2025,20:00:00,390,Bến xe,Other,330000000,280000000
Liên Hưng,21,11-10-2025,23:00:00,480,Other,Văn phòng,490000000,380000000
Khang Thịnh,24,11-10-2025,18:50:00,505,Bến xe,Other,550000000,495000000
Khang Thịnh,34,11-10-2025,19:10:00,500,Other,Other,400000000,360000000
Khang Thịnh,34,11-10-2025,19:05:00,505,Bến xe,Other,400000000,360000000
Phúc An Express,22,11-10-2025,22:30:00,445,Other,Other,480000000,480000000
Liên Hưng,32,11-10-2025,09:30:00,600,Other,Văn phòng,330000000,250000000
Rạng Đông Buslines,24,11-10-2025,19:30:00,375,Other,Other,600000000,480000000
Liên Hưng,21,11-10-2025,19:45:00,405,Other,Bến xe,500000000,420000000
Rạng Đông Buslines,24,11-10-2025,18:00:00,465,Bến xe,Other,600000000,480000000
Rạng Đông Buslines,34,11-10-2025,16:31:00,375,Other,Other,500000000,400000000
Mạnh Hùng,4,11-10-2025,16:30:00,595,Bến xe,Other,330000000,330000000
Khang Thịnh,24,11-10-2025,18:55:00,500,Other,Other,550000000,495000000
Mạnh Hùng,4,11-10-2025,18:30:00,400,Văn phòng,Other,310000000,310000000
Phúc Yên,34,11-10-2025,16:55:00,525,Other,Other,290000000,290000000
Tuấn Hiệp,36,11-10-2025,01:20:00,590,Other,Bến xe,280000000,280000000
Phúc Yên,34,11-10-2025,16:30:00,550,Bến xe,Other,290000000,290000000
Cúc Tùng,32,11-10-2025,06:00:00,605,Văn phòng,Other,388000000,300000000
Nguyên Khang Limousine,24,11-10-2025,20:00:00,225,Other,Other,450000000,405000000
Tài Phát Limousine,24,11-10-2025,19:15:00,410,Other,Other,520000000,450000000
Tài Phát Limousine,24,11-10-2025,19:30:00,395,Other,Other,520000000,450000000
Năm Rùm,40,11-10-2025,16:10:00,590,Bến xe,Other,200000000,200000000
Nguyên Khang Limousine,24,11-10-2025,18:15:00,330,Bến xe,Other,450000000,405000000
Tuấn Tú Express,24,11-10-2025,18:01:00,420,Other,Other,700000000,350000000
Tuấn Tú Express,34,11-10-2025,14:00:00,420,Other,Other,550000000,320000000
Tuấn Tú Express,24,11-10-2025,21:01:00,420,Other,Other,700000000,350000000
Tuấn Tú Express,24,11-10-2025,14:31:00,420,Other,Other,700000000,350000000
Tuấn Tú Express,34,11-10-2025,16:50:00,490,Other,Other,550000000,320000000
Tuấn Tú Express,34,11-10-2025,19:50:00,490,Other,Other,550000000,320000000
Tuấn Tú Express,34,11-10-2025,18:00:00,420,Other,Other,550000000,320000000
Tuấn Tú Express,24,11-10-2025,16:51:00,490,Other,Other,700000000,350000000
Phúc Yên,24,11-10-2025,16:30:00,555,Bến xe,Other,400000000,400000000
Tuấn Tú Express,46,11-10-2025,13:20:00,490,Other,Other,450000000,290000000
Phương Anh,44,11-10-2025,18:15:00,540,Other,Bến xe,350000000,315000000
Liên Hưng,21,11-10-2025,09:05:00,445,Other,Văn phòng,490000000,300000000
Quang Hạnh,22,11-10-2025,18:30:00,505,Other,Bến xe,480000000,350000000
Liên Hưng,21,11-10-2025,07:00:00,570,Other,Văn phòng,490000000,300000000
Quang Hạnh,22,11-10-2025,18:45:00,520,Other,Bến xe,480000000,350000000
Liên Hưng,21,11-10-2025,11:20:00,445,Other,Văn phòng,490000000,300000000
Quang Hạnh,22,11-10-2025,18:15:00,520,Other,Bến xe,480000000,350000000
Cúc Tùng,21,11-10-2025,20:30:00,545,Bến xe,Other,562000000,299000000
Cúc Tùng,34,11-10-2025,20:00:00,540,Other,Văn phòng,444000000,350000000
Dũng Thuỷ Express,24,11-10-2025,18:00:00,450,Other,Other,590000000,519200000
Quang Hạnh,22,11-10-2025,18:25:00,540,Other,Bến xe,480000000,350000000
Cúc Tùng,21,11-10-2025,23:30:00,495,Other,Văn phòng,800000000,500000000
Cúc Tùng,21,11-10-2025,19:30:00,605,Văn phòng,Other,562000000,299000000
Hưng Thịnh,24,11-10-2025,18:30:00,510,Other,Other,550000000,450000000
Hà Linh,32,11-10-2025,19:15:00,510,Other,Văn phòng,390000000,280000000
Cúc Tùng,32,11-10-2025,04:00:00,665,Bến xe,Other,388000000,300000000
Cúc Tùng,34,11-10-2025,20:30:00,525,Other,Bến xe,444000000,350000000
Liên Hưng,21,11-10-2025,18:30:00,360,Văn phòng,Other,490000000,380000000
Cúc Tùng,32,11-10-2025,05:00:00,605,Văn phòng,Other,388000000,300000000
Liên Hưng,21,11-10-2025,19:00:00,330,Bến xe,Other,490000000,380000000
Dũng Thuỷ Express,24,11-10-2025,18:30:00,420,Bến xe,Other,590000000,519200000
Phúc An Express,32,11-10-2025,20:15:00,405,Other,Văn phòng,300000000,300000000
Quang Hạnh,22,11-10-2025,19:55:00,540,Other,Bến xe,480000000,350000000
Cúc Tùng,32,11-10-2025,19:00:00,605,Văn phòng,Other,388000000,300000000
Phúc An Express,32,11-10-2025,20:00:00,430,Văn phòng,Other,320000000,320000000
Cúc Tùng,21,11-10-2025,07:30:00,545,Bến xe,Other,562000000,299000000
Cúc Tùng,21,11-10-2025,06:30:00,605,Văn phòng,Other,562000000,299000000
Cúc Tùng,32,11-10-2025,06:00:00,545,Bến xe,Other,388000000,300000000
Phúc An Express,32,11-10-2025,20:45:00,385,Other,Other,320000000,320000000
Cúc Tùng,32,11-10-2025,07:00:00,545,Bến xe,Other,388000000,300000000
Tín Phát Limousine,24,11-10-2025,18:00:00,435,Other,Other,450000000,405000000
Ngàn Hà,22,11-10-2025,18:30:00,445,Văn phòng,Other,500000000,400000000
Liên Hưng,21,11-10-2025,19:45:00,240,Other,Other,490000000,380000000
Liên Hưng,34,11-10-2025,20:00:00,590,Other,Văn phòng,313000000,280000000
Cúc Tùng,21,11-10-2025,06:30:00,605,Bến xe,Other,562000000,299000000
Phúc An Express,32,11-10-2025,20:15:00,415,Other,Other,320000000,320000000
Cúc Tùng,32,11-10-2025,05:00:00,605,Bến xe,Other,388000000,300000000
Liên Hưng,32,11-10-2025,20:20:00,265,Other,Other,330000000,280000000
Liên Hưng,21,11-10-2025,19:20:00,370,Other,Other,490000000,380000000
Quang Hạnh,22,11-10-2025,17:55:00,540,Other,Bến xe,480000000,350000000
Liên Hưng,32,11-10-2025,20:00:00,330,Bến xe,Other,330000000,280000000
Liên Hưng,32,11-10-2025,20:00:00,570,Other,Văn phòng,330000000,280000000
Mạnh Hùng,24,11-10-2025,18:50:00,400,Văn phòng,Other,500000000,500000000
Liên Hưng,32,11-10-2025,20:20:00,370,Other,Other,330000000,280000000
Bốn Luyện Express,24,11-10-2025,22:10:00,420,Other,Other,660000000,660000000
Bốn Luyện Express,34,11-10-2025,22:18:00,420,Other,Other,420000000,420000000
Liên Hưng,34,11-10-2025,19:00:00,600,Other,Văn phòng,313000000,280000000
Liên Hưng,32,11-10-2025,20:30:00,600,Other,Văn phòng,313000000,280000000
Liên Hưng,34,11-10-2025,20:00:00,570,Other,Văn phòng,330000000,280000000
Liên Hưng,32,11-10-2025,20:45:00,345,Other,Other,330000000,280000000
Mạnh Hùng,24,11-10-2025,19:01:00,400,Văn phòng,Other,770000000,770000000
Liên Hưng,32,11-10-2025,20:45:00,405,Other,Bến xe,378000000,300000000
Mạnh Hùng,4,11-10-2025,19:05:00,365,Bến xe,Other,310000000,310000000
Liên Hưng,21,11-10-2025,19:45:00,570,Other,Văn phòng,490000000,380000000
Mạnh Hùng,24,11-10-2025,19:36:00,365,Bến xe,Other,770000000,770000000
Mạnh Hùng,24,11-10-2025,19:00:00,390,Other,Other,500000000,500000000
Cúc Tùng,32,11-10-2025,05:00:00,665,Bến xe,Other,388000000,300000000
Liên Hưng,21,11-10-2025,19:20:00,310,Other,Other,490000000,380000000
Liên Hưng,32,11-10-2025,20:45:00,240,Other,Other,330000000,280000000
Liên Hưng,21,11-10-2025,19:30:00,585,Other,Văn phòng,490000000,420000000
Liên Hưng,21,11-10-2025,22:30:00,540,Other,Văn phòng,490000000,380000000
Liên Hưng,32,11-10-2025,20:20:00,310,Other,Other,330000000,280000000
Mạnh Hùng,24,11-10-2025,19:10:00,380,Other,Other,500000000,500000000
Mạnh Hùng,4,11-10-2025,18:40:00,390,Other,Other,310000000,310000000
Mạnh Hùng,24,11-10-2025,17:10:00,435,Other,Other,1000000000,1000000000
Liên Hưng,21,11-10-2025,19:45:00,345,Other,Other,490000000,380000000
Quang Hạnh,24,11-10-2025,20:40:00,425,Other,Bến xe,430000000,420000000
Mộc Thảo,34,11-10-2025,20:05:00,600,Other,Other,320000000,320000000
Năm Rùm,40,11-10-2025,17:30:00,510,Other,Other,200000000,200000000
Mạnh Hùng,24,11-10-2025,19:25:00,365,Bến xe,Other,500000000,500000000
Mạnh Hùng,24,11-10-2025,17:25:00,415,Other,Other,660000000,660000000
Mạnh Hùng,24,11-10-2025,16:55:00,450,Other,Other,1000000000,1000000000
Mạnh Hùng,22,11-10-2025,17:30:00,535,Bến xe,Other,660000000,660000000
Liên Hưng,32,11-10-2025,20:45:00,285,Other,Other,330000000,280000000
Phúc Yên,34,11-10-2025,17:30:00,480,Bến xe,Other,290000000,290000000
Phúc An Express,22,11-10-2025,22:15:00,460,Văn phòng,Other,480000000,480000000
Năm Rùm,40,11-10-2025,17:10:00,530,Other,Other,200000000,200000000
Phúc Yên,34,11-10-2025,17:10:00,510,Other,Other,290000000,290000000
Mạnh Hùng,24,11-10-2025,19:26:00,375,Other,Other,770000000,770000000
Phúc An Express,22,11-10-2025,23:00:00,405,Other,Văn phòng,470000000,470000000
Mạnh Hùng,22,11-10-2025,18:02:00,540,Văn phòng,Other,770000000,770000000
Mạnh Hùng,24,11-10-2025,17:50:00,365,Bến xe,Other,600000000,600000000
Mạnh Hùng,24,11-10-2025,19:11:00,390,Other,Other,770000000,770000000
Mạnh Hùng,24,11-10-2025,19:21:00,380,Other,Other,770000000,770000000
Mạnh Hùng,22,11-10-2025,16:31:00,595,Bến xe,Other,550000000,550000000
Liên Hưng,34,11-10-2025,20:00:00,585,Other,Văn phòng,373000000,320000000
Dũng Lệ,24,11-10-2025,18:15:00,450,Văn phòng,Other,500000000,500000000
Mạnh Hùng,22,11-10-2025,18:00:00,540,Văn phòng,Other,500000000,500000000
Phúc An Express,22,11-10-2025,23:00:00,415,Other,Other,480000000,480000000
Cúc Tùng,32,11-10-2025,06:00:00,605,Bến xe,Other,388000000,300000000
Quang Hạnh,22,11-10-2025,19:00:00,505,Other,Bến xe,480000000,350000000
Mạnh Hùng,24,11-10-2025,17:40:00,375,Other,Other,600000000,600000000
Mạnh Hùng,24,11-10-2025,17:00:00,440,Other,Other,660000000,660000000
Mộc Thảo,24,11-10-2025,20:15:00,600,Other,Other,450000000,450000000
Mạnh Hùng,22,11-10-2025,16:32:00,595,Bến xe,Other,880000000,880000000
Mạnh Hùng,24,11-10-2025,17:30:00,415,Other,Other,1000000000,1000000000
Mạnh Hùng,24,11-10-2025,17:40:00,405,Other,Other,1000000000,1000000000
Phúc Yên,24,11-10-2025,17:15:00,510,Other,Other,400000000,400000000
Liên Hưng,21,11-10-2025,19:45:00,285,Other,Other,490000000,380000000
Mạnh Hùng,24,11-10-2025,17:05:00,435,Other,Other,660000000,660000000
Ngàn Hà,24,11-10-2025,18:31:00,445,Văn phòng,Other,500000000,400000000
Phúc Yên,24,11-10-2025,16:55:00,530,Other,Other,400000000,400000000
Mạnh Hùng,24,11-10-2025,17:50:00,395,Other,Other,1000000000,1000000000
Mạnh Hùng,24,11-10-2025,16:50:00,450,Other,Other,660000000,660000000
Mạnh Hùng,24,11-10-2025,17:45:00,395,Other,Other,660000000,660000000
Mạnh Hùng,4,11-10-2025,18:55:00,375,Other,Other,310000000,310000000
Mạnh Hùng,24,11-10-2025,17:20:00,425,Other,Other,1000000000,1000000000
Mạnh Hùng,24,11-10-2025,17:05:00,440,Other,Other,1000000000,1000000000
Mạnh Hùng,24,11-10-2025,18:10:00,375,Other,Other,1000000000,1000000000
Mạnh Hùng,24,11-10-2025,17:35:00,405,Other,Other,660000000,660000000
Mạnh Hùng,24,11-10-2025,17:55:00,385,Other,Other,660000000,660000000
Mạnh Hùng,24,11-10-2025,17:25:00,390,Other,Other,600000000,600000000
Mạnh Hùng,24,11-10-2025,19:15:00,375,Other,Other,500000000,500000000
Mạnh Hùng,4,11-10-2025,18:50:00,380,Other,Other,310000000,310000000
Mạnh Hùng,24,11-10-2025,18:20:00,365,Bến xe,Other,1000000000,1000000000
Mạnh Hùng,24,11-10-2025,17:15:00,425,Other,Other,660000000,660000000
Mạnh Hùng,24,11-10-2025,18:15:00,365,Bến xe,Other,660000000,660000000
Mạnh Hùng,24,11-10-2025,18:05:00,375,Other,Other,660000000,660000000
Mạnh Hùng,24,11-10-2025,17:35:00,380,Other,Other,600000000,600000000
Mạnh Hùng,24,11-10-2025,18:00:00,385,Other,Other,1000000000,1000000000
Quang Hạnh,24,11-10-2025,20:15:00,450,Other,Bến xe,430000000,420000000
Mộc Thảo,34,11-10-2025,19:40:00,625,Văn phòng,Other,320000000,320000000
Mạnh Hùng,4,11-10-2025,17:30:00,535,Other,Other,330000000,330000000
Mạnh Hùng,22,11-10-2025,17:31:00,535,Bến xe,Other,1000000000,1000000000
Mạnh Hùng,22,11-10-2025,17:31:00,535,Other,Other,550000000,550000000
Mạnh Hùng,22,11-10-2025,17:32:00,535,Other,Other,880000000,880000000
Phúc Yên,34,11-10-2025,17:05:00,520,Other,Other,290000000,290000000
Phúc Yên,34,11-10-2025,16:50:00,535,Other,Other,290000000,290000000
Mộc Thảo,24,11-10-2025,19:50:00,625,Văn phòng,Other,450000000,450000000
Thuận Phát,24,11-10-2025,17:40:00,350,Bến xe,Other,520000000,520000000
Hoàng Huy,44,11-10-2025,12:00:00,520,Other,Other,400000000,400000000
Sao Limousine,22,11-10-2025,18:30:00,510,Bến xe,Other,420000000,420000000
Hoàng Huy,22,11-10-2025,16:00:00,520,Other,Other,560000000,560000000
Phúc An Express,22,11-10-2025,22:30:00,450,Văn phòng,Văn phòng,470000000,470000000
Phúc An Express,22,11-10-2025,22:30:00,460,Văn phòng,Other,480000000,480000000
Phúc An Express,22,11-10-2025,22:45:00,435,Other,Văn phòng,470000000,470000000
Phúc An Express,22,11-10-2025,22:45:00,445,Other,Other,480000000,480000000
Quỳnh Nhật,24,11-10-2025,10:00:00,485,Bến xe,Other,650000000,650000000
Quỳnh Nhật,24,11-10-2025,09:00:00,545,Bến xe,Other,650000000,650000000
