company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Hoàng Thuỷ,4.7 (3434),Limousine 34 Giường VIP,18:45,• Bến xe Miền Đông - Quầy vé 37,(01/11),05:45,• Bến Xe Đức Long Gia Lai,11h,350.000,300.000đ,-14%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.6,4.6,4.6,4.9
Sinh Diên Hồng,4.6 (234),Limousine 34 chỗ,17:30,• Bến xe An Sương,(01/11),04:15,• Bến Xe Đức Long Gia Lai,10h45m,370.000,296.000đ,-20%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.6,4.7,4.8,4.8,4.6,4.6,4.9
Kính Diên Hồng,4.6 (1129),Limousine giường nằm 34 chỗ,18:40,• Bến Xe Miền Đông - Quầy vé 19,(01/11),05:40,• Bến Xe Đức Long Gia Lai,11h,350.000,,,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Thuận Tiến,4.7 (4947),Limousine 34 giường,18:30,• Bến Xe Miền Đông - Quầy vé 24,(01/11),06:55,• Bến Xe Đức Long Gia Lai,12h25m,350.000,,,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9
Tấn Hưng (Gia Lai),4.4 (102),Limousine 24 Phòng,17:30,• Bến Xe Miền Đông - Phòng vé số 77,(01/11),06:55,• VP An Khê,13h25m,650.000,430.000đ,-34%,"T6, 31/10/2025",Sài Gòn,Gia Lai,,,,,,,
An Phát,4.5 (378),Limousine 34 phòng VIP,16:30,• BX Miền Đông - Cổng 4,(01/11),06:15,• Bến Xe K-Bang,13h45m,400.000,Từ 300.000đ,-25%,"T6, 31/10/2025",Sài Gòn,Gia Lai,,,,,,,
Vương Tấn Dũng,4.8 (377),Limousine 24 Phòng,17:45,• VP QL13,(01/11),06:00,• Bến xe An Khê,12h15m,500.000,Từ 450.000đ,-10%,"T6, 31/10/2025",Sài Gòn,Gia Lai,,,,,,,
Đức Đạt,4.7 (999),Limousine giường nằm 24 chỗ,20:15,• Bến xe Miền Đông - Quầy vé 17,(01/11),06:40,• Bến Xe Đức Long Gia Lai,10h25m,500.000,450.000đ,-10%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.4,4.4,4.8
Bảy Lang,4.7 (278),Limousine 34 giường,18:30,"• Bến xe miền đông cũ (Dãy số 6, Ô C14)",(01/11),05:30,• Bến Xe Đức Long Gia Lai,11h,350.000,,,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.8,4.6,4.6,4.7,4.5,4.5,4.6
Việt Tân Phát,4.6 (110),34 Phòng,17:30,• Bến xe Miền Đông,(01/11),05:25,• VP Kông Chro,11h55m,370.000,320.000đ,-14%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.6,4.5,4.6
Hoàng Thuỷ,4.7 (3434),Limousine giường phòng 24 chỗ,19:00,• Bến xe Miền Đông - Quầy vé 37,(01/11),06:00,• Bến Xe Đức Long Gia Lai,11h,550.000,Từ 350.000đ,-36%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.6,4.6,4.6,4.9
Kính Diên Hồng,4.6 (1129),Limousine 24 Phòng,19:30,• Bến Xe Miền Đông - Quầy vé 19,(01/11),06:30,• Bến Xe Đức Long Gia Lai,11h,450.000,,,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Sinh Diên Hồng,4.6 (234),Limousine 34 chỗ,17:45,• Bến Xe Miền Đông cũ,(01/11),04:45,• Bến Xe Đức Long Gia Lai,11h,380.000,304.000đ,-20%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.6,4.7,4.8,4.8,4.6,4.6,4.9
Đức Đạt,4.7 (999),Limousine giường nằm 24 chỗ,18:05,• Bến xe Miền Đông - Quầy vé 17,(01/11),04:30,• Bến Xe Đức Long Gia Lai,10h25m,500.000,450.000đ,-10%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.4,4.4,4.8
Thuận Tiến,4.7 (4947),Limousine 34 giường,18:00,• Bến Xe Miền Đông - Quầy vé 24,(01/11),09:55,• Bến xe thị xã An Khê,15h55m,380.000,,,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9
Vương Tấn Dũng,4.8 (377),Limousine 24 Phòng,17:45,• VP QL13,(01/11),04:30,• Văn phòng Pleiku,10h45m,500.000,Từ 450.000đ,-10%,"T6, 31/10/2025",Sài Gòn,Gia Lai,,,,,,,
Tấn Hưng (Gia Lai),4.4 (102),Limousine 24 Phòng,17:30,• Bến Xe Miền Đông - Phòng vé số 77,(01/11),04:55,• Đắk Đoa,11h25m,650.000,430.000đ,-34%,"T6, 31/10/2025",Sài Gòn,Gia Lai,,,,,,,
An Phát,4.5 (378),Limosuine 24 Phòng,17:30,• BX Miền Đông - Cổng 4,(01/11),07:15,• Bến Xe K-Bang,13h45m,550.000,Từ 400.000đ,-27%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.3,4.5,4.8
Việt Tân Phát,4.6 (110),34 Phòng,17:45,• Bến xe Miền Đông,(01/11),05:35,• VP Mang Yang,11h50m,370.000,300.000đ,-19%,"T6, 31/10/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.6,4.5,4.6
Thuận Ý,4.5 (415),Limousine 34 chỗ,18:20,• Bến Xe Miền Đông - Quầy vé 10,(01/11),05:50,• Bến Xe Đức Long Gia Lai,11h30m,350.000,,,"T6, 31/10/2025",Sài Gòn,Gia Lai,,,,,,,
