,bus_name,bus_rating,seat_type,departure_time,pick_up_point,arrival_date,arrival_time,drop_of_point,duartion,original_price,sale_price,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,
173,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:00,• Bến xe Nước Ngầm,,18:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
174,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,21:30,• Bến xe Nước Ngầm,(16/10),01:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
175,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,21:30,• Bến xe Nước Ngầm,(16/10),00:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
176,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,20:00,• Văn phòng Hoàng Mai,,22:50,• Tượng đài Lê Lợi,2h50m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,
177,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:00,• Bến xe Nước Ngầm,,20:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
178,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,14:00,• Bến xe Giáp Bát,,17:20,• Bến xe Hoằng Hóa,3h20m,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
179,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,19:00,• Bến xe Nước Ngầm,,22:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
180,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,11:30,• Bến xe Nước Ngầm,,14:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
181,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,22:30,• Bến xe Nước Ngầm,(16/10),01:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
182,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:30,• Bến xe Nước Ngầm,,16:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
183,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,14:30,• Bến xe Nước Ngầm,,17:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
184,An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,08:00,• Văn Phòng Hà Nội,,11:00,• VP Thanh Hóa,3h,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,
185,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:30,• Bến xe Nước Ngầm,,20:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
186,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,14:00,• Bến xe Nước Ngầm,,17:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
187,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,09:00,• Bến xe Nước Ngầm,,12:00,• Bến xe Hoằng Hóa,3h,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
188,An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,16:00,• Văn Phòng Hà Nội,,19:00,• VP Thanh Hóa,3h,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,
189,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,19:00,• Bến xe Nước Ngầm,,22:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
190,Thành Trung Travel,4 (113),Limousine 24 cabin,08:00,• VP Mỹ Đình,,11:15,• VP Thanh Hóa,3h15m,250.000,225.000,-10%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
191,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,11:00,• Bến xe Nước Ngầm,,14:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
192,An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,18:00,• Văn Phòng Hà Nội,,21:00,• VP Thanh Hóa,3h,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
193,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,22:30,• Bến xe Nước Ngầm,(16/10),01:30,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
194,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:00,• Bến xe Nước Ngầm,,19:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
195,An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,20:00,• Văn Phòng Hà Nội,,23:00,• VP Thanh Hóa,3h,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,
196,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,13:00,• Bến xe Nước Ngầm,,16:00,• Bến xe Hoằng Hóa,3h,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
197,36 Limousine,4.8 (502),Limousine 11 chỗ,21:01,• Văn phòng Đồng Tàu,,23:31,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
198,36 Limousine,4.8 (502),Limousine 11 chỗ,17:01,• Văn phòng Đồng Tàu,,19:31,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
199,36 Limousine,4.8 (502),Limousine 11 chỗ,07:00,• Văn phòng Đồng Tàu,,09:30,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
200,36 Limousine,4.8 (502),Limousine 11 chỗ,12:01,• Văn phòng Đồng Tàu,,14:31,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
201,36 Limousine,4.8 (502),Limousine 11 chỗ,18:01,• Văn phòng Đồng Tàu,,20:31,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
202,36 Limousine,4.8 (502),Limousine 11 chỗ,12:00,• Văn phòng Đồng Tàu,,14:30,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
203,36 Limousine,4.8 (502),Limousine 11 chỗ,17:00,• Văn phòng Đồng Tàu,,19:30,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
204,36 Limousine,4.8 (502),Limousine 11 chỗ,10:01,• Văn phòng Đồng Tàu,,12:31,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
205,36 Limousine,4.8 (502),Limousine 11 chỗ,11:01,• Văn phòng Đồng Tàu,,13:31,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
206,36 Limousine,4.8 (502),Limousine 11 chỗ,16:01,• Văn phòng Đồng Tàu,,18:31,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
207,36 Limousine,4.8 (502),Limousine 11 chỗ,19:01,• Văn phòng Đồng Tàu,,21:31,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
208,36 Limousine,4.8 (502),Limousine 11 chỗ,11:00,• Văn phòng Đồng Tàu,,13:30,• Văn phòng Thanh Hóa,2h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,
209,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,13:30,• Bến xe Nước Ngầm,,17:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
210,Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:00,• Văn phòng Hà Nội,(16/10),00:00,• Văn Phòng Thanh Hóa,2h,230.000,210.000,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
211,Thành Trung Limousine,4 (113),Limousine 11 chỗ,23:00,• Văn phòng Hà Nội,(16/10),01:00,• Văn Phòng Thanh Hóa,2h,230.000,210.000,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
212,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,13:30,• Bến xe Nước Ngầm,,16:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
213,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:00,• Bến xe Nước Ngầm,,21:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
214,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:00,• Bến xe Nước Ngầm,,15:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
215,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,14:00,• Văn phòng Hoàng Mai,,16:20,• Văn phòng Triệu Sơn,2h20m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,
216,An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,09:00,• Văn Phòng Hà Nội,,12:00,• VP Thanh Hóa,3h,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,
217,An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,13:00,• Văn Phòng Hà Nội,,16:00,• VP Thanh Hóa,3h,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,
218,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,16:00,• Văn phòng Hoàng Mai,,18:20,• Văn phòng Triệu Sơn,2h20m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
219,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,20:00,• Văn phòng Hoàng Mai,,22:20,• Văn phòng Triệu Sơn,2h20m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
220,Bình Hoài Limousine,4 (297),Limousine 10 chỗ,12:00,• Văn phòng Hoàng Mai,,14:50,• Tượng đài Lê Lợi,2h50m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,
221,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:00,• Bến xe Nước Ngầm,,15:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
222,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:00,• Bến xe Nước Ngầm,,19:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
223,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,15:01,• Bến xe Giáp Bát,,17:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
224,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,15:01,• Bến xe Giáp Bát,,18:21,• Bến xe Hoằng Hóa,3h20m,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
225,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:01,• Bến xe Giáp Bát,,23:21,• Bến xe Hoằng Hóa,3h20m,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
226,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:30,• Bến xe phía Tây Thanh Hóa,2h30m,210.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
227,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,09:01,• Bến xe Giáp Bát,,12:21,• Bến xe Hoằng Hóa,3h20m,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
228,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,09:01,• Bến xe Giáp Bát,,11:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
229,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:01,• Bến xe Giáp Bát,,22:31,• Bến xe Phía Bắc Thanh Hóa,2h30m,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
230,Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,18:01,• Bến xe Nước Ngầm,,20:31,• Bến xe phía Tây Thanh Hóa,2h30m,250.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
231,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,13:00,• Văn Phòng Hà Nội,,15:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
232,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,10:00,• Văn Phòng Hà Nội,,12:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
233,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,,17:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
234,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
235,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,20:00,• Văn Phòng Hà Nội,,22:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
236,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,09:00,• Văn Phòng Hà Nội,,11:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
237,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,08:00,• Văn Phòng Hà Nội,,10:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
238,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,09:00,• Văn Phòng Hà Nội,,11:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
239,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,07:00,• Văn Phòng Hà Nội,,09:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
240,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,,19:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
241,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,07:00,• Văn Phòng Hà Nội,,09:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
242,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,,18:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
243,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,14:00,• Văn Phòng Hà Nội,,16:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
244,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,12:00,• Văn Phòng Hà Nội,,14:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
245,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,,17:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
246,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,08:00,• Văn Phòng Hà Nội,,10:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
247,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,12:00,• Văn Phòng Hà Nội,,14:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
248,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,10:00,• Văn Phòng Hà Nội,,12:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
249,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,,21:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
250,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,,21:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
251,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,20:00,• Văn Phòng Hà Nội,,22:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
252,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,,19:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
253,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,13:00,• Văn Phòng Hà Nội,,15:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
254,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,,18:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
255,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,,20:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
256,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,,13:00,• Văn phòng Bỉm Sơn,2h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
257,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,,13:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
258,Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,14:00,• Văn Phòng Hà Nội,,16:30,• Văn phòng Hậu Lộc,2h30m,200.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,
259,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:00,• Bến xe Nước Ngầm,,18:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
260,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,14:30,• Bến xe Nước Ngầm,,18:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
261,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:30,• Bến xe Nước Ngầm,,19:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
