bus_company,bus_star,bus_type,departure_time,pick_up_point,duration_h_m,arrival_time,drop_off_point,arrival_date,original_price,sale_price,discount_percent,notification,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:15,• Ngã 4 An Sương (Cây xăng Tân Hưng Thuận),8h15m,06:30,• Văn phòng Nha Trang,(12/10),500.000,300.000,-40%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),18:30,• Văn phòng quận 5,5h15m,23:45,• Bưu điện Cam Ranh,,490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:45,• Ngã 4 An Sương (Cây xăng Tân Hưng Thuận),8h15m,07:00,• Văn phòng Nha Trang,(12/10),500.000,300.000,-40%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Bến xe Miền Tây (Quầy 24),4h45m,23:45,• Bưu điện Cam Ranh,,490.000,380.000,-22%,,,,,,,,,
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,18:12,• AEON MALL Bình Dương,7h53m,02:05,• Ngã 3 Thành,(12/10),520.000,450.000,-13%,Trung chuyển bệnh viện,,,,,,,,
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,19:00,• Bến Xe Miền Đông cũ (333 ĐBL),7h5m,02:05,• Ngã 3 Thành,(12/10),520.000,450.000,-13%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),19:30,• Văn phòng quận 5,7h,02:30,• Cây xăng số 11 (Khánh Hòa),(12/10),330.000,280.000,-15%,,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,20:00,• Bến xe Miền Đông mới,9h5m,05:05,• Bưu điện Cam Ranh,(12/10),388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),19:30,• Củ Chi,10h15m,05:45,• Văn Phòng Diên Toàn,(12/10),373.000,320.000,-14%,,,,,,,,,
Phương Nam,4.7 (2431),Giường nằm 40 chỗ có toilet,22:30,• Ngã 4 Thủ Đức,8h22m,06:52,• Văn Phòng Chung cư CT2,(12/10),240.000,240.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:20,• Ngã 4 An Sương (Quốc Lộ 1A),4h25m,23:45,• Bưu điện Cam Ranh,,490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),19:00,• Ngã 4 An Sương (Quốc Lộ 1A),10h,05:00,• Văn Phòng Diên Toàn,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),21:00,• Ngã 4 An Sương (Cây xăng Tân Hưng Thuận),9h30m,06:30,• Văn phòng Nha Trang,(12/10),490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),12:00,• Cầu Vượt Linh Xuân,10h,22:00,• Văn phòng Nha Trang,,330.000,250.000,-24%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:20,• Ngã 4 An Sương (Quốc Lộ 1A),7h10m,03:30,• Bến Xe Vạn Giã,(12/10),378.000,300.000,-21%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),19:30,• Văn phòng quận 5,6h,01:30,• Bưu điện Cam Lâm,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),21:00,• Ngã 4 An Sương (Quốc Lộ 1A),9h,06:00,• Văn Phòng Diên Toàn,(12/10),490.000,380.000,-22%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),20:15,• Ngã Tư Bình Phước (Trạm xe Thành Công),8h40m,04:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),19:30,• Văn phòng quận 5,5h15m,00:45,• Bưu điện Cam Ranh,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:20,• Ngã 4 An Sương (Quốc Lộ 1A),7h10m,02:30,• Bến Xe Vạn Giã,(12/10),500.000,420.000,-16%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),23:30,• Ngã 4 An Sương (Quốc Lộ 1A),8h30m,08:00,• Văn Phòng Diên Toàn,(12/10),330.000,280.000,-15%,,,,,,,,,
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,20:30,• Ngã 4 An Sương,6h55m,03:25,• Ngã 3 Thành,(12/10),520.000,450.000,-13%,Lưu ý hướng đi cao tốc >>>,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 24 phòng đơn,20:55,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),6h50m,03:45,• Bến Xe Phía Nam Nha Trang Mới,(12/10),430.000,420.000,-2%,Lưu ý kích cỡ giường,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Bến xe Miền Tây (Quầy 24),6h30m,01:30,• Cây xăng số 11 (Khánh Hòa),(12/10),490.000,380.000,-22%,,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:30,• Ngã 4 Bình Phước,8h30m,05:00,• Văn Phòng Nha Trang,(12/10),444.000,350.000,-21%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Củ Chi,10h15m,05:15,• Văn Phòng Diên Toàn,(12/10),490.000,450.000,-8%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),23:15,• Cầu Vượt Linh Xuân,7h45m,07:00,• Văn phòng Nha Trang,(12/10),500.000,300.000,-40%,,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:00,• Ngã 4 An Sương,9h15m,05:15,• Bến xe Phía Bắc Nha Trang,(12/10),444.000,350.000,-21%,Kích cỡ giường cuối,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),20:30,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),8h25m,04:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,20:30,• Bến Xe Miền Đông,6h55m,03:25,• Ngã 3 Thành,(12/10),520.000,450.000,-13%,Lưu ý hướng đi cao tốc >>>,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:30,• Ngã 4 An Sương (Quốc Lộ 1A),8h30m,07:00,• Văn Phòng Diên Toàn,(12/10),490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),21:00,• Cầu Vượt Linh Xuân,9h30m,06:30,• Văn Phòng Diên Toàn,(12/10),490.000,350.000,-29%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:00,• Bến xe Miền Tây (Quầy 24),4h45m,00:45,• Bưu điện Cam Ranh,(12/10),330.000,280.000,-15%,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:30,• Trạm Phúc An Express,7h15m,05:45,• Văn Phòng Nha Trang,(12/10),470.000,470.000,,Lộ trình xe chạy,,,,,,,,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,21:00,• Trạm Bà Điểm,7h,04:00,• Khánh Hòa,(12/10),550.000,320.000,-42%,Chính sách bao ăn,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),21:30,• Ngã 4 An Sương (Quốc Lộ 1A),10h9m,07:39,• Văn Phòng Diên Toàn,(12/10),330.000,280.000,-15%,,,,,,,,,
Phương Nam,4.7 (2431),Limousine giường phòng 22 chỗ (WC),22:45,• Ngã 4 Thủ Đức,8h22m,07:07,• Văn Phòng Chung cư CT2,(12/10),440.000,440.000,,,,,,,,,,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,12:50,• Trạm Bình Long,8h10m,21:00,• Khánh Hòa,,550.000,320.000,-42%,Chính sách bao ăn,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ,23:30,• Ngã 4 An Sương,8h15m,07:45,• Bến xe Phía Bắc Nha Trang,(12/10),800.000,500.000,-37%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),07:30,• Cầu Vượt Linh Xuân,10h,17:30,• Văn Phòng Diên Toàn,,313.000,250.000,-20%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),21:30,• Cầu Vượt Linh Xuân,9h,06:30,• Văn phòng Nha Trang,(12/10),490.000,380.000,-22%,,,,,,,,,
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,13:21,• Trạm Bình Long,8h10m,21:31,• Khánh Hòa,,700.000,350.000,-50%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,19:51,• Trạm Bình Long,8h10m,04:01,• Khánh Hòa,(12/10),700.000,350.000,-50%,Chính sách bao ăn,,,,,,,,
Hà Linh,4.1 (1329),Limousine 22 Phòng,18:30,• Ngã 4 Bình Phước,9h,03:30,• Văn Phòng Nha Trang,(12/10),300.000,290.000,-3%,Trung chuyển Hồ Chí Minh,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),21:00,• Ngã 4 An Sương (Quốc Lộ 1A),9h,06:00,• Văn Phòng Diên Toàn,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:45,• Cầu Vượt Linh Xuân,7h45m,06:30,• Văn phòng Nha Trang,(12/10),500.000,300.000,-40%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),20:15,• Ngã 4 An Sương (Quốc Lộ 1A),9h30m,05:45,• Văn Phòng Diên Toàn,(12/10),330.000,290.000,-12%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:00,• Bến xe Miền Tây (Quầy 24),6h30m,02:30,• Cây xăng số 11 (Khánh Hòa),(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),23:00,• Cầu Vượt Linh Xuân,8h,07:00,• Văn Phòng Diên Toàn,(12/10),490.000,380.000,-22%,,,,,,,,,
Khang Thịnh,4.3 (1708),Limousine 24 Phòng Đôi,18:50,• Cây xăng COMECO Cổng 1 Bến Xe Miền Đông,8h25m,03:15,• Ngã 3 Thành,(12/10),550.000,495.000,-10%,"Quý khách lưu ý giường A11, A12.",,,,,,,,
Khang Thịnh,4.3 (1708),Limousine 34 phòng,19:10,• Cây xăng Petrolimex số 19 - Hàng xanh,8h20m,03:30,• Ngã 3 Thành,(12/10),400.000,360.000,-10%,"Quý khách lưu ý giường A11, A12.",,,,,,,,
Khang Thịnh,4.3 (1708),Limousine 34 phòng,19:05,• Cây xăng COMECO Cổng 1 Bến Xe Miền Đông,8h25m,03:30,• Ngã 3 Thành,(12/10),400.000,360.000,-10%,"Quý khách lưu ý giường A11, A12.",,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:30,• Trạm Phúc An Express,7h25m,05:55,• Chợ Vĩnh Lương,(12/10),480.000,480.000,,Lộ trình xe chạy,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),09:30,• Cầu Vượt Linh Xuân,10h,19:30,• Văn phòng Nha Trang,,330.000,250.000,-24%,,,,,,,,,
Rạng Đông Buslines,4.2 (1481),Limousine 24 Phòng VIP,19:30,• Nhà Xe Thành Công (Chi Nhánh Ngã 4 Bình Phước),6h15m,01:45,• Ngã 3 nhà máy sợi Nha Trang,(12/10),600.000,480.000,-20%,Giá vé bao gồm phần ăn,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,6h45m,02:30,• Bến Xe Vạn Giã,(12/10),500.000,420.000,-16%,,,,,,,,,
Rạng Đông Buslines,4.2 (1481),Limousine 24 Phòng VIP,18:00,• Bến xe An Sương (Phòng vé số 3),7h45m,01:45,• Ngã 3 nhà máy sợi Nha Trang,(12/10),600.000,480.000,-20%,Giá vé bao gồm phần ăn,,,,,,,,
Rạng Đông Buslines,4.2 (1481),Limousine 34 phòng,16:31,• Nhà Xe Thành Công (Chi Nhánh Ngã 4 Bình Phước),6h15m,22:46,• Ngã 3 nhà máy sợi Nha Trang,,500.000,400.000,-20%,Giá vé bao gồm phần ăn,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Giường nằm 4x chỗ,16:30,• Bến xe Miền Tây,9h55m,02:25,• Ngã 3 Thành,(12/10),330.000,330.000,,,,,,,,,,
Khang Thịnh,4.3 (1708),Limousine 24 Phòng Đôi,18:55,• Cây xăng Petrolimex số 19 - Hàng xanh,8h20m,03:15,• Ngã 3 Thành,(12/10),550.000,495.000,-10%,"Quý khách lưu ý giường A11, A12.",,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,18:30,• Văn Phòng Sài Gòn,6h40m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 34 phòng,16:55,• Ngã 4 An Sương,8h45m,01:40,• Nha Trang (Dọc quốc lộ 1A),(12/10),290.000,290.000,,,,,,,,,,
Tuấn Hiệp,4 (1234),Limousine giường nằm 36 chỗ,01:20,• Siêu thị Đá An Sương,9h50m,11:10,• Bến Xe Phía Bắc Nha Trang,,280.000,280.000,,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 34 phòng,16:30,• Bến xe Miền Tây,9h10m,01:40,• Nha Trang (Dọc quốc lộ 1A),(12/10),290.000,290.000,,,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Văn Phòng Bình Thạnh,10h5m,16:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Nguyên Khang Limousine,5 (2),Limousine 24 phòng,20:00,• 502 Quốc Lộ 13,3h45m,23:45,• Ngã 3 Thành.,,450.000,405.000,-10%,,,,,,,,,
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,19:15,• Ngã 4 Bình Phước,6h50m,02:05,• Ngã 3 Thành,(12/10),520.000,450.000,-13%,,,,,,,,,
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,19:30,• Đại học Nông Lâm,6h35m,02:05,• Ngã 3 Thành,(12/10),520.000,450.000,-13%,,,,,,,,,
Năm Rùm,3.9 (287),Giường nằm 40 chỗ,16:10,• Bến xe Miền Tây,9h50m,02:00,• Ngã 3 Thành.,(12/10),Từ 200.000,Từ 200.000,,,,,,,,,,
Nguyên Khang Limousine,5 (2),Limousine 24 phòng,18:15,• Bến xe Miền Tây,5h30m,23:45,• Ngã 3 Thành.,,450.000,405.000,-10%,,,,,,,,,
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,18:01,• Trạm Bà Điểm,7h,01:01,• Khánh Hòa,(12/10),700.000,350.000,-50%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,14:00,• Trạm Bà Điểm,7h,21:00,• Khánh Hòa,,550.000,320.000,-42%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,21:01,• Trạm Bà Điểm,7h,04:01,• Khánh Hòa,(12/10),700.000,350.000,-50%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,14:31,• Trạm Bà Điểm,7h,21:31,• Khánh Hòa,,700.000,350.000,-50%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,16:50,• Trạm Bình Long,8h10m,01:00,• Khánh Hòa,(12/10),550.000,320.000,-42%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,19:50,• Trạm Bình Long,8h10m,04:00,• Khánh Hòa,(12/10),550.000,320.000,-42%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,18:00,• Trạm Bà Điểm,7h,01:00,• Khánh Hòa,(12/10),550.000,320.000,-42%,Chính sách bao ăn,,,,,,,,
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,16:51,• Trạm Bình Long,8h10m,01:01,• Khánh Hòa,(12/10),700.000,350.000,-50%,Chính sách bao ăn,,,,,,,,
Phúc Yên,4.6 (741),Limousine 24 phòng,16:30,• Bến xe Miền Tây,9h15m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),400.000,400.000,,,,,,,,,,
Tuấn Tú Express,4.5 (1392),Giường nằm 46 chỗ,13:20,• Trạm Bình Long,8h10m,21:30,• Khánh Hòa,,450.000,290.000,-36%,Chính sách bao ăn,,,,,,,,
Phương Anh (Phan Thiết),3.3 (248),Giường nằm 44 chỗ,18:15,• Ngã 4 Bình Phước,9h,03:15,• Bến xe Phía Bắc Nha Trang,(12/10),350.000,315.000,-10%,Hướng đi: Quốc Lộ 1A,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),09:05,• Cổng Suối Tiên,7h25m,16:30,• Văn Phòng Diên Toàn,,490.000,300.000,-39%,Hướng đi: Cao tốc Vĩnh Hảo - Dầu Giây,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:30,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),8h25m,02:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),07:00,• Cầu Vượt Linh Xuân,9h30m,16:30,• Văn Phòng Diên Toàn,,490.000,300.000,-39%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:45,• Ngã Tư Bình Phước (Trạm xe Thành Công),8h40m,03:25,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),11:20,• Cổng Suối Tiên,7h25m,18:45,• Văn Phòng Diên Toàn,,490.000,300.000,-39%,Hướng đi: Cao tốc Vĩnh Hảo - Dầu Giây,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:15,• Ngã Tư Bình Phước (Trạm xe Thành Công),8h40m,02:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),20:30,• Bến xe Miền Đông mới,9h5m,05:35,• Bưu điện Cam Ranh,(12/10),562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:00,• Ngã 4 An Sương,9h,05:00,• Văn Phòng Nha Trang,(12/10),444.000,350.000,-21%,Kích cỡ giường cuối,,,,,,,,
Dũng Thuỷ Express,4.6 (270),Limousine 24 Phòng,18:00,• Bãi Xe 39 Quốc Lộ 1A,7h30m,01:30,• Ngã 3 Thành,(12/10),590.000,519.200,-12%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:25,• Ngã 4 An Sương,9h,03:25,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ,23:30,• Ngã 4 An Sương,8h15m,07:45,• Văn Phòng Nha Trang,(12/10),800.000,500.000,-37%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),19:30,• Văn Phòng Bình Thạnh,10h5m,05:35,• Bưu điện Cam Ranh,(12/10),562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Hưng Thịnh,4.9 (91),Limousine 24 Phòng,18:30,• Linh Xuân,8h30m,03:00,• Khánh Hòa,(12/10),550.000,450.000,-18%,Lưu ý: Giường A11 và B11,,,,,,,,
Hà Linh,4.1 (1329),Limousine 32 Phòng Đơn (WC),19:15,• Ngã 4 Bình Phước,8h30m,03:45,• Văn Phòng Nha Trang,(12/10),390.000,280.000,-28%,Đón Bx. Miền Đông,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,04:00,• Bến Xe Miền Tây,11h5m,15:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:30,• Ngã 4 Bình Phước,8h45m,05:15,• Bến xe Phía Bắc Nha Trang,(12/10),444.000,350.000,-21%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),18:30,• Văn phòng quận 5,6h,00:30,• Bưu điện Cam Lâm,(12/10),490.000,380.000,-22%,,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Văn Phòng Bình Thạnh,10h5m,15:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Bến xe Miền Tây (Quầy 24),5h30m,00:30,• Bưu điện Cam Lâm,(12/10),490.000,380.000,-22%,,,,,,,,,
Dũng Thuỷ Express,4.6 (270),Limousine 24 Phòng,18:30,• Bến xe Miền Đông,7h,01:30,• Ngã 3 Thành,(12/10),590.000,519.200,-12%,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:15,• Trạm Phúc An Express,6h45m,03:00,• Văn Phòng Nha Trang,(12/10),300.000,300.000,,Lộ trình xe chạy,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),19:55,• Ngã 4 An Sương,9h,04:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,19:00,• Văn Phòng Bình Thạnh,10h5m,05:05,• Bưu điện Cam Ranh,(12/10),388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:00,• Văn Phòng Hồ Chí Minh,7h10m,03:10,• Chợ Vĩnh Lương,(12/10),320.000,320.000,,Lộ trình xe chạy,,,,,,,,
Long Nguyễn Limousine,0 (0),Limousine 24 phòng,15:00,• Bến xe Miền Tây,10h45m,01:45,• Ngã 3 Thành,(12/10),500.000,450.000,-10%,,,,,,,,,
