bus_company,bus_star,bus_type,departure_time,pick_up_point,duration_h_m,arrival_time,drop_off_point,arrival_date,original_price,sale_price,discount_percent,notification,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),07:30,• Bến xe Miền Đông mới,9h5m,16:35,• Bưu điện Cam Ranh,,562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),06:30,• Văn Phòng Bình Thạnh,10h5m,16:35,• Bưu điện Cam Ranh,,562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Bến xe Miền Đông mới,9h5m,15:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:45,• Nhà chờ Phương Trang - Ngã tư Thủ Đức,6h25m,03:10,• Chợ Vĩnh Lương,(12/10),320.000,320.000,,Lộ trình xe chạy,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,07:00,• Bến xe Miền Đông mới,9h5m,16:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Tín Phát Limousine,4.9 (54),Limousine 24 Phòng,18:00,• Bãi xe Phương Hân,7h15m,01:15,• Ngã 3 Thành,(12/10),450.000,405.000,-10%,,,,,,,,,
Ngàn Hà (Bình Định),3.8 (61),Limousine 22 phòng đơn,18:30,• Văn phòng Sài Gòn,7h25m,01:55,• Ngã 3 Thành,(12/10),500.000,400.000,-20%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,4h,23:45,• Bưu điện Cam Ranh,,490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),20:00,• Cầu Vượt Linh Xuân,9h50m,05:50,• Văn Phòng Diên Toàn,(12/10),313.000,280.000,-11%,,,,,,,,,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),06:30,• Bến Xe An Sương - Quầy vé số 10,10h5m,16:35,• Bưu điện Cam Ranh,,562.000,299.000,-47%,Kích cỡ giường cuối,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:15,• Trạm Phúc An Express,6h55m,03:10,• Chợ Vĩnh Lương,(12/10),320.000,320.000,,Lộ trình xe chạy,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Bến Xe An Sương - Quầy vé số 10,10h5m,15:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:20,• Ngã 4 An Sương (Quốc Lộ 1A),4h25m,00:45,• Bưu điện Cam Ranh,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:20,• Ngã 4 An Sương (Quốc Lộ 1A),6h10m,01:30,• Cây xăng số 11 (Khánh Hòa),(12/10),490.000,380.000,-22%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),17:55,• Ngã 4 An Sương,9h,02:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:00,• Bến xe Miền Tây (Quầy 24),5h30m,01:30,• Bưu điện Cam Lâm,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:00,• Cầu Vượt Linh Xuân,9h30m,05:30,• Văn Phòng Diên Toàn,(12/10),330.000,280.000,-15%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,18:50,• Văn Phòng Sài Gòn,6h40m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:20,• Ngã 4 An Sương (Quốc Lộ 1A),6h10m,02:30,• Cây xăng số 11 (Khánh Hòa),(12/10),330.000,280.000,-15%,,,,,,,,,
Bốn Luyện Express,4.1 (244),Limousine 24 Phòng,22:10,• Ngã 4 An Sương,7h,05:10,• Nha Trang (dọc quốc lộ 1A),(12/10),Từ 660.000,Từ 660.000,,,,,,,,,,
Bốn Luyện Express,4.1 (244),Giường nằm 34 chỗ Luxury,22:18,• Ngã 4 An Sương,7h,05:18,• Nha Trang (dọc quốc lộ 1A),(12/10),420.000,420.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),19:00,• Cầu Vượt Linh Xuân,10h,05:00,• Văn Phòng Diên Toàn,(12/10),313.000,280.000,-11%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:30,• Cầu Vượt Linh Xuân,10h,06:30,• Văn Phòng Diên Toàn,(12/10),313.000,280.000,-11%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),20:00,• Ngã 4 An Sương (Quốc Lộ 1A),9h30m,05:30,• Văn Phòng Diên Toàn,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:45,• Cầu Vượt Linh Xuân,5h45m,02:30,• Cây xăng số 11 (Khánh Hòa),(12/10),330.000,280.000,-15%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:01,• Văn Phòng Sài Gòn,6h40m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:45,• Cầu Vượt Linh Xuân,6h45m,03:30,• Bến Xe Vạn Giã,(12/10),378.000,300.000,-21%,,,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,19:05,• Cổng Bến xe Miền Đông Mới,6h5m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Ngã 4 An Sương (Quốc Lộ 1A),9h30m,05:15,• Văn Phòng Diên Toàn,(12/10),490.000,380.000,-22%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:36,• Cổng Bến xe Miền Đông Mới,6h5m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,19:00,• Ngã 4 Bình Phước,6h30m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Bến Xe Miền Tây,11h5m,16:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:20,• Ngã 4 An Sương (Quốc Lộ 1A),5h10m,00:30,• Bưu điện Cam Lâm,(12/10),490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:45,• Cầu Vượt Linh Xuân,4h,00:45,• Bưu điện Cam Ranh,(12/10),330.000,280.000,-15%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:30,• Hóc Môn,9h45m,05:15,• Văn Phòng Diên Toàn,(12/10),490.000,420.000,-14%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:30,• Ngã 4 An Sương (Quốc Lộ 1A),9h,07:30,• Văn Phòng Diên Toàn,(12/10),490.000,380.000,-22%,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:20,• Ngã 4 An Sương (Quốc Lộ 1A),5h10m,01:30,• Bưu điện Cam Lâm,(12/10),330.000,280.000,-15%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,19:10,• Cầu Vượt Sóng Thần,6h20m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,18:40,• Ngã 4 Bình Phước,6h30m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:10,• Bãi Xe 39 Quốc Lộ 1A,7h15m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,5h45m,01:30,• Cây xăng số 11 (Khánh Hòa),(12/10),490.000,380.000,-22%,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 24 phòng đơn,20:40,• Ngã Tư Bình Phước (Trạm xe Thành Công),7h5m,03:45,• Bến Xe Phía Nam Nha Trang Mới,(12/10),430.000,420.000,-2%,Lưu ý kích cỡ giường,,,,,,,,
Mộc Thảo,4.6 (1665),Limousine 34 giường,20:05,• Cầu vượt Linh Xuân,10h,06:05,• Ngã 3 Thành,(12/10),320.000,320.000,,,,,,,,,,
Năm Rùm,3.9 (287),Giường nằm 40 chỗ,17:30,"• Đền Vua Hùng, TP. Thủ Đức",8h30m,02:00,• Ngã 3 Thành.,(12/10),Từ 200.000,Từ 200.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,19:25,• Cổng Bến xe Miền Đông Mới,6h5m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:25,• Cầu vượt Tân Thới Hiệp,6h55m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,16:55,• Hương Lộ 2,7h30m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,17:30,• Cổng Bến xe Miền Đông Mới,8h55m,02:25,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:45,• Cầu Vượt Linh Xuân,4h45m,01:30,• Bưu điện Cam Lâm,(12/10),330.000,280.000,-15%,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 34 phòng,17:30,• Bến xe Miền Đông mới,8h,01:30,• Nha Trang (Dọc quốc lộ 1A),(12/10),290.000,290.000,,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:15,• Văn Phòng Sài Gòn,7h40m,05:55,• Chợ Vĩnh Lương,(12/10),480.000,480.000,,Lộ trình xe chạy,,,,,,,,
Năm Rùm,3.9 (287),Giường nằm 40 chỗ,17:10,• Cầu vượt Linh Xuân,8h50m,02:00,• Ngã 3 Thành.,(12/10),Từ 200.000,Từ 200.000,,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 34 phòng,17:10,• Cây xăng Quốc Phong,8h30m,01:40,• Nha Trang (Dọc quốc lộ 1A),(12/10),290.000,290.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:26,• Cầu vượt Linh Xuân,6h15m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),23:00,• Nhà chờ Phương Trang - Ngã tư Thủ Đức,6h45m,05:45,• Văn Phòng Nha Trang,(12/10),470.000,470.000,,Lộ trình xe chạy,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,18:02,• Văn Phòng Tân Phú,9h,03:02,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:50,• Cổng Bến xe Miền Đông Mới,6h5m,23:55,• Ngã 3 Thành,,600.000,600.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:11,• Ngã 4 Bình Phước,6h30m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,19:21,• Cầu Vượt Sóng Thần,6h20m,01:41,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,16:31,• Bến xe Miền Tây,9h55m,02:26,• Ngã 3 Thành,(12/10),550.000,550.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 34 giường (mới),20:00,• Hóc Môn,9h45m,05:45,• Văn Phòng Diên Toàn,(12/10),373.000,320.000,-14%,,,,,,,,,
Dũng Lệ,3.8 (60),Limousine 24 Phòng Đôi,18:15,• Vp. Bình Tân,7h30m,01:45,• Nha Trang (Dọc QL1A),(12/10),Từ 500.000,Từ 500.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,18:00,• Văn Phòng Tân Phú,9h,03:00,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),23:00,• Nhà chờ Phương Trang - Ngã tư Thủ Đức,6h55m,05:55,• Chợ Vĩnh Lương,(12/10),480.000,480.000,,Lộ trình xe chạy,,,,,,,,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Bến Xe An Sương - Quầy vé số 10,10h5m,16:05,• Bưu điện Cam Ranh,,388.000,300.000,-23%,Kích cỡ giường cuối,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),19:00,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),8h25m,03:25,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480.000,350.000,-27%,Lưu ý kích cỡ giường,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:40,• Cầu vượt Linh Xuân,6h15m,23:55,• Ngã 3 Thành,,600.000,600.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:00,• Ngã 4 Gò Mây,7h20m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mộc Thảo,4.6 (1665),Limousine 24 giường,20:15,• Cầu vượt Linh Xuân,10h,06:15,• Ngã 3 Thành,(12/10),450.000,450.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,16:32,• Bến xe Miền Tây,9h55m,02:27,• Ngã 3 Thành,(12/10),880.000,880.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:30,• Cầu vượt Tân Thới Hiệp,6h55m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:40,• Cầu Vượt Quang Trung,6h45m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 24 phòng,17:15,• Ngã 4 Bình Phước,8h30m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),400.000,400.000,,,,,,,,,,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,4h45m,00:30,• Bưu điện Cam Lâm,(12/10),490.000,380.000,-22%,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:05,• Bãi Xe 39 Quốc Lộ 1A,7h15m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Ngàn Hà (Bình Định),3.8 (61),Limousine 24 phòng đôi,18:31,• Văn phòng Sài Gòn,7h25m,01:56,• Ngã 3 Thành,(12/10),500.000,400.000,-20%,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 24 phòng,16:55,• Ngã 4 An Sương,8h50m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),400.000,400.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:50,• Ngã 4 Ga,6h35m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,16:50,• Hương Lộ 2,7h30m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:45,• Ngã 4 Ga,6h35m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,18:55,• Cầu vượt Linh Xuân,6h15m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:20,• Ngã 4 An Sương,7h5m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,17:05,• Ngã 4 Gò Mây,7h20m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,18:10,• Cầu vượt Linh Xuân,6h15m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:35,• Cầu Vượt Quang Trung,6h45m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:55,• Ngã 4 Bình Phước,6h25m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:25,• Ngã 4 Bình Phước,6h30m,23:55,• Ngã 3 Thành,,600.000,600.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,19:15,• Cầu vượt Linh Xuân,6h15m,01:30,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,18:50,• Cầu Vượt Sóng Thần,6h20m,01:10,• Ngã 3 Thành,(12/10),310.000,310.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,18:20,• Cổng Bến xe Miền Đông Mới,6h5m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:15,• Ngã 4 An Sương,7h5m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,18:15,• Cổng Bến xe Miền Đông Mới,6h5m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,18:05,• Cầu vượt Linh Xuân,6h15m,00:20,• Ngã 3 Thành,(12/10),660.000,660.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng,17:35,• Cầu Vượt Sóng Thần,6h20m,23:55,• Ngã 3 Thành,,600.000,600.000,,,,,,,,,,
Mạnh Hùng,3.1 (289),Limousine 24 Phòng Đôi,18:00,• Ngã 4 Bình Phước,6h25m,00:25,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Quang Hạnh (NT),3.6 (362),Limousine 24 phòng đơn,20:15,• Ngã 4 An Sương,7h30m,03:45,• Bến Xe Phía Nam Nha Trang Mới,(12/10),430.000,420.000,-2%,Lưu ý kích cỡ giường,,,,,,,,
Mộc Thảo,4.6 (1665),Limousine 34 giường,19:40,• Văn Phòng Bình Thạnh,10h25m,06:05,• Ngã 3 Thành,(12/10),320.000,320.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Giường nằm 4x chỗ,17:30,• Ngã 4 Bình Phước,8h55m,02:25,• Ngã 3 Thành,(12/10),330.000,330.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,20:00,• Bến xe Miền Đông Cũ,7h,03:00,• Ngã 3 Thành,(12/10),500.000,500.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,17:31,• Cổng Bến xe Miền Đông Mới,8h55m,02:26,• Ngã 3 Thành,(12/10),1.000.000,1.000.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,17:31,• Ngã 4 Bình Phước,8h55m,02:26,• Ngã 3 Thành,(12/10),550.000,550.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,17:32,• Ngã 4 Bình Phước,8h55m,02:27,• Ngã 3 Thành,(12/10),880.000,880.000,,,,,,,,,,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,20:02,• Bến xe Miền Đông Cũ,7h,03:02,• Ngã 3 Thành,(12/10),770.000,770.000,,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 34 phòng,17:05,• Cây xăng Quốc Phong,8h40m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),290.000,290.000,,,,,,,,,,
Phúc Yên,4.6 (741),Limousine 34 phòng,16:50,• Ngã 4 An Sương,8h55m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),290.000,290.000,,,,,,,,,,
Mộc Thảo,4.6 (1665),Limousine 24 giường,19:50,• Văn Phòng Bình Thạnh,10h25m,06:15,• Ngã 3 Thành,(12/10),450.000,450.000,,,,,,,,,,
Thuận Phát (Bình Định),5 (67),Limousine 24 Phòng,17:40,• Bãi Xe Bảo Trân (Đối diện Cổng số 3 Bến Xe Miền Đông),5h50m,23:30,• Nha Trang (Dọc Quốc lộ 1A),,Từ 520.000,Từ 520.000,,,,,,,,,,
Hoàng Huy (Quảng Ngãi),4.3 (7),Giường nằm 44 chỗ,12:00,• Chợ Mới An Sương,8h40m,20:40,• Ngã 3 nhà máy sợi Nha Trang,,400.000,400.000,,,,,,,,,,
Sao Limousine,4.1 (11),Limousine giường phòng 22 chỗ,18:30,• Bến xe Miền Đông Mới,8h30m,03:00,• Nha Trang,(12/10),Từ 420.000,Từ 420.000,,,,,,,,,,
Hoàng Huy (Quảng Ngãi),4.3 (7),Limousine giường phòng 22 chỗ,16:00,• Chợ Mới An Sương,8h40m,00:40,• Ngã 3 nhà máy sợi Nha Trang,(12/10),Từ 560.000,Từ 560.000,,,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:30,• Văn Phòng Sài Gòn,7h30m,06:00,• Văn Phòng Nha Trang,(12/10),470.000,470.000,,Lộ trình xe chạy,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:30,• Văn Phòng Sài Gòn,7h40m,06:10,• Chợ Vĩnh Lương,(12/10),480.000,480.000,,Lộ trình xe chạy,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:45,• Trạm Phúc An Express,7h15m,06:00,• Văn Phòng Nha Trang,(12/10),470.000,470.000,,Lộ trình xe chạy,,,,,,,,
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:45,• Trạm Phúc An Express,7h25m,06:10,• Chợ Vĩnh Lương,(12/10),480.000,480.000,,Lộ trình xe chạy,,,,,,,,
Quỳnh Nhật,3.7 (279),Limousine 24 phòng,10:00,• Bến xe Miền Đông mới,8h5m,18:05,• Ngã 3 Thành.,,650.000,650.000,,,,,,,,,,
Quỳnh Nhật,3.7 (279),Limousine 24 phòng,09:00,• Bến xe An Sương,9h5m,18:05,• Ngã 3 Thành.,,650.000,650.000,,,,,,,,,,
